,institution_name,ETER_ID,reference_year,country_code,missing_perc,zero_value,c_value,s_value,nc_value,cons_perc,timeillnes_occ
6768,Technische Universität Dresden,DE0094,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6769,Technische Universität Bergakademie Freiberg,DE0096,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6770,Universität Leipzig,DE0097,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6771,DIU-Dresden Intern. University GmbH Dresden (Priv. H),DE0100,2014,DE,1.0,4.0,0.0,0.0,0.0,0.8,6.0
6772,HHL Leipzig Graduate School of Management,DE0101,2014,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
6773,Martin-Luther-Universität Halle-Wittenberg,DE0102,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6774,Otto-von-Guericke-Universität Magdeburg,DE0103,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6775,Europa-Universität Flensburg,DE0104,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6776,Christian-Albrechts-Universität zu Kiel,DE0105,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6777,Universität Lübeck,DE0106,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6778,Universität Erfurt,DE0108,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6779,Technische Universität Ilmenau,DE0109,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6780,Friedrich-Schiller-Universität Jena,DE0110,2014,DE,1.0,1.0,0.0,0.0,0.0,0.9,6.0
6781,Bauhaus-Universität Weimar,DE0111,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6782,Pädagogische Hochschule Freiburg i.Br.,DE0112,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6783,Pädagogische Hochschule Heidelberg,DE0113,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6784,Pädagogische Hochschule Karlsruhe,DE0114,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6785,Pädagogische Hochschule Ludwigsburg,DE0115,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6786,Pädagogische Hochschule Schwäbisch Gmünd,DE0116,2014,DE,1.0,3.0,0.0,0.0,0.0,0.8,6.0
6787,Pädagogische Hochschule Weingarten,DE0117,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6788,Hochschule für Philosophie München (rk),DE0119,2014,DE,1.0,2.0,0.0,0.0,0.0,0.8,6.0
6789,Augustana-Hochschule Neuendettelsau (ev),DE0120,2014,DE,1.0,6.0,0.0,0.0,0.0,1.0,4.0
6790,Philosophisch-Theologische Hochschule Frankfurt a.M. (rk),DE0121,2014,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
6791,Theologische Fakultät Fulda (rk),DE0122,2014,DE,1.0,7.0,0.0,7.0,0.0,0.9,6.0
6792,Freie Theologische Hochschule (FTH) Gießen (Priv.),DE0124,2014,DE,1.0,7.0,0.0,4.0,0.0,0.8,3.0
6793,Theologische Fakultät Paderborn (rk),DE0127,2014,DE,1.0,11.0,0.0,1.0,0.0,0.8,6.0
6794,Philosophisch-Theologische Hochschule St. Augustin (rk),DE0128,2014,DE,1.0,8.0,0.0,2.0,0.0,0.8,6.0
6795,Kirchliche Hochschule Wuppertal / Bethel (ev),DE0129,2014,DE,1.0,6.0,0.0,6.0,0.0,0.9,5.0
6796,Theologische Fakultät Trier,DE0130,2014,DE,1.0,10.0,0.0,0.0,0.0,0.8,6.0
6797,Theologische Hochschule Vallendar,DE0131,2014,DE,1.0,4.0,0.0,2.0,0.0,0.8,6.0
6798,Staatliche Hochschule für Musik Freiburg i.Br.,DE0133,2014,DE,1.0,1.0,0.0,3.0,0.0,1.0,6.0
6799,Staatliche Akademie der Bildenden Künste Karlsruhe,DE0134,2014,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
6800,Staatliche Hochschule für Gestaltung Karlsruhe,DE0135,2014,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
6801,Staatliche Hochschule für Musik Karlsruhe,DE0136,2014,DE,1.0,1.0,0.0,2.0,0.0,1.0,6.0
6802,Staatliche Hochschule für Musik und Darstellende Kunst Mannheim,DE0137,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6803,Staatliche Akademie der Bildenden Künste Stuttgart,DE0138,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6804,Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart,DE0139,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6805,Staatliche Hochschule für Musik Trossingen,DE0140,2014,DE,0.1,1.0,0.0,0.0,0.0,1.0,6.0
6806,Akademie der Bildenden Künste München,DE0141,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6807,Hochschule für Fernsehen und Film München,DE0142,2014,DE,1.0,9.0,0.0,1.0,0.0,0.8,6.0
6808,Hochschule für Musik und Theater München,DE0143,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6809,Akademie der Bildenden Künste Nürnberg,DE0144,2014,DE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
6810,Hochschule für Musik Nürnberg,DE0145,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6811,Hochschule für Musik Würzburg,DE0146,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6812,Universität der Künste Berlin,DE0149,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6813,Weißensee Kunsthochschule Berlin,DE0150,2014,DE,1.0,1.0,0.0,0.0,0.0,0.8,6.0
6814,Hochschule für Musik Hanns Eisler Berlin,DE0151,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6815,"Hochschule für Schauspielkunst ""Ernst Busch"" Berlin",DE0152,2014,DE,1.0,2.0,0.0,2.0,0.0,0.9,6.0
6816,Filmuniversität Babelsberg Konrad Wolf,DE0153,2014,DE,0.1,2.0,0.0,0.0,0.0,1.0,6.0
6817,Hochschule für Künste Bremen,DE0154,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6818,Hochschule für Bildende Künste Hamburg,DE0155,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6819,Hochschule für Musik und Theater Hamburg,DE0156,2014,DE,1.0,1.0,0.0,0.0,0.0,0.9,6.0
6820,Hochschule für Musik und Darstellende Kunst Frankfurt a.M.,DE0158,2014,DE,1.0,1.0,0.0,2.0,0.0,1.0,6.0
6821,Hochschule für Gestaltung Offenbach,DE0159,2014,DE,1.0,7.0,0.0,0.0,0.0,1.0,6.0
6822,Hochschule für Musik und Theater. Rostock,DE0160,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6823,Hochschule für Bildende Künste Braunschweig,DE0161,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6824,Hochschule für Musik. Theater und Medien Hannover,DE0162,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6825,Hochschule für Musik Detmold,DE0163,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6826,Kunstakademie Düsseldorf,DE0164,2014,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
6827,Robert-Schumann-Hochschule Düsseldorf,DE0165,2014,DE,1.0,2.0,0.0,2.0,0.0,1.0,6.0
6828,Folkwang Universität der Künste,DE0166,2014,DE,1.0,1.0,0.0,2.0,0.0,1.0,6.0
6829,Kunsthochschule für Medien Köln,DE0167,2014,DE,1.0,6.0,0.0,2.0,0.0,1.0,6.0
6830,Hochschule für Musik und Tanz Köln,DE0168,2014,DE,1.0,5.0,0.0,0.0,0.0,0.8,6.0
6831,Kunstakademie Münster,DE0169,2014,DE,1.0,8.0,0.0,0.0,0.0,1.0,6.0
6832,Alanus Hochschule Alfter (Priv. H),DE0170,2014,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
6833,Hochschule der Bildenden Künste Saarbrücken,DE0171,2014,DE,1.0,3.0,0.0,2.0,0.0,1.0,6.0
6834,Hochschule für Musik. Saarbrücken,DE0172,2014,DE,1.0,3.0,0.0,0.0,0.0,0.8,6.0
6835,Hochschule für Bildende Künste Dresden,DE0173,2014,DE,1.0,6.0,0.0,0.0,0.0,1.0,6.0
6836,Hochschule für Musik Carla Maria von Weber Dresden,DE0175,2014,DE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
6837,Palucca Hochschule für Tanz Dresden,DE0176,2014,DE,1.0,2.0,0.0,2.0,0.0,1.0,5.0
6838,Hochschule für Graphik und Buchkunst Leipzig,DE0177,2014,DE,1.0,3.0,0.0,2.0,0.0,1.0,6.0
6839,Hochschule für Musik und Theater Leipzig,DE0178,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6840,Burg Giebichenstein Kunsthochschule Halle,DE0180,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6841,Muthesius Kunsthochschule Kiel,DE0182,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6842,Musikhochschule Lübeck,DE0183,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6843,Hochschule für Musik Franz Liszt Weimar,DE0184,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6844,Hochschule Aalen - Technik und Wirtschaft,DE0185,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6845,Hochschule Albstadt-Sigmaringen (FH),DE0186,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6846,Fachhochschule Biberach a. d. Riss,DE0187,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6847,Hochschule Esslingen (FH),DE0188,2014,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
6848,Hochuschule Furtwangen (FH),DE0189,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6849,Hochschule Heilbronn (FH),DE0190,2014,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
6850,Hochschule Karsruhe - Technik und Wirtschaft,DE0191,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6851,Hochschule Konstanz - Technik. Wirtschaft und Gestaltung,DE0192,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6852,Hochschule der Bundesagentur für Arbeit,DE0193,2014,DE,1.0,7.0,0.0,0.0,0.0,1.0,6.0
6853,Hochschule Mannheim (FH),DE0194,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6854,Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen,DE0195,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6855,Hochschule Offenburg,DE0196,2014,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
6856,Hochschule Pforzheim - Gestaltung. Technik. Wirtschaft und Recht,DE0197,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6857,Duale Hochschule Baden Württemberg. Stuttgart (FH),DE0198,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6858,Hochschule Ravensburg-Weingarten,DE0199,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6859,Hochschule Reutlingen,DE0200,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6860,Hochschule für Forstwirtschaft Rottenburg (FH),DE0201,2014,DE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
6861,Hochschule für Gestaltung Schwäbisch Gmünd,DE0202,2014,DE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
6862,Fachhochschule Stuttgart. Hochschule der Medien,DE0203,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6863,Hochschule für Technik Stuttgart,DE0204,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6864,Hochschule Ulm,DE0205,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6865,SRH Hochschule für Wirtschaft und Medien Calw,DE0207,2014,DE,1.0,5.0,0.0,0.0,0.0,0.9,6.0
6866,SRH Hochschule Heidelberg (Priv. FH),DE0208,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6867,Karlshochschule International University. Karlsruhe (Priv. FH),DE0211,2014,DE,1.0,3.0,0.0,2.0,0.0,1.0,6.0
6868,Private Fachhochschule für Kunsttherapie Nürtingen,DE0212,2014,DE,1.0,5.0,0.0,2.0,0.0,0.9,6.0
6869,SRH Fernhochschule Riedlingen,DE0213,2014,DE,1.0,5.0,0.0,0.0,0.0,0.9,6.0
6870,AKAD. Fachhochschule Stuttgart (Priv. Fern-FH für Berufstätige),DE0215,2014,DE,1.0,5.0,0.0,0.0,0.0,0.8,6.0
6871,Merz Akademie Hochschule für Gestaltung. Kunst und Medien. Stuttgart (Priv. FH),DE0216,2014,DE,1.0,5.0,0.0,0.0,0.0,0.9,6.0
6872,Evang. Hochschule Freiburg (FH),DE0217,2014,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
6873,Evangelische Hochschule Ludwigsburg,DE0219,2014,DE,1.0,6.0,0.0,1.0,0.0,0.8,6.0
6874,Katholische Hochschule Freiburg i.Br.,DE0220,2014,DE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
6875,Ostbayerische Technische Hochschule Amberg-Weiden,DE0221,2014,DE,1.0,2.0,0.0,3.0,0.0,1.0,6.0
6876,Hochschule für angewandte Wissenschaften Ansbach,DE0222,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6877,Hochschule für angewandte Wissenschaften Aschaffenburg,DE0223,2014,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
6878,Hochschule für angewandte Wissenschaften Augsburg,DE0224,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6879,Hochschule für angewandte Wissenschaften Coburg,DE0225,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6880,Technische Hochschule Deggendorf,DE0226,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6881,Hochschule für Angewandte Wissenschaften Hof,DE0227,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6882,Technische Hochschule Ingolstadt,DE0228,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6883,Hochschule für angewandte Wissenschaften Kempten,DE0229,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6884,Hochschule für angewandte Wissenschaften Landshut,DE0230,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6885,Hochschule für angewandte Wissenschaften München,DE0231,2014,DE,1.0,2.0,0.0,0.0,0.0,0.9,6.0
6886,Hochschule für angewandte Wissenschaften Neu-Ulm,DE0232,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6887,Technische Hochschule Nürnberg Georg Simon Ohm,DE0233,2014,DE,1.0,1.0,0.0,1.0,0.0,1.0,6.0
6888,Ostbayerische Technische Hochschule Regensburg,DE0234,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6889,Hochschule für angewandte Wissenschaften Rosenheim,DE0235,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6890,Hochschule für angewandte Wissenschafte Weihenstephan-Triesdorf,DE0236,2014,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
6891,Hochschule für angewandte Wissenschafte Würzburg-Schweinfurt,DE0237,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6892,Hochschule für angewandtes Management-Fachhochschule,DE0239,2014,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
6893,Hochschule für angewandte Sprachen. München. SDI (Priv. FH),DE0240,2014,DE,1.0,5.0,0.0,1.0,0.0,0.8,6.0
6894,Hochschule Macromedia,DE0241,2014,DE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
6895,Munich Business School München (Priv. FH),DE0242,2014,DE,1.0,5.0,0.0,1.0,0.0,1.0,6.0
6896,Evangelische Hochschule Nürnberg (FH),DE0244,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6897,Katholische Stiftungsfachhochschule München,DE0245,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6898,Alice Salomon Hochschule Berlin,DE0246,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6899,Beuth Hochschule für Technik Berlin,DE0247,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6900,Hochschule für Technik und Wirtschaft Berlin,DE0248,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6901,Hochschule für Wirtschaft und Recht (HWR) Berlin,DE0249,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6902,bbw Hochschule Berlin (Priv. FH),DE0251,2014,DE,1.0,7.0,0.0,0.0,0.0,0.9,6.0
6903,Design Akademie Berlin (Priv. FH),DE0253,2014,DE,1.0,6.0,0.0,0.0,0.0,0.8,6.0
6904,Hochschule für Gesundheit und Sport Berlin (Priv. FH),DE0254,2014,DE,1.0,6.0,0.0,1.0,0.0,0.9,6.0
6905,IB-Hochschule Berlin (Priv. FH),DE0255,2014,DE,1.0,8.0,0.0,0.0,0.0,0.9,6.0
6906,EBC Hochschule Berlin (Priv. FH),DE0256,2014,DE,0.3,0.0,0.0,0.0,0.0,0.2,3.0
6907,Mediadesign Hochschule Berlin (Priv. FH),DE0257,2014,DE,1.0,5.0,0.0,0.0,0.0,0.8,6.0
6908,SRH Hochschule Berlin (Priv. FH),DE0258,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6909,Berliner Technische Kunsthochschule (Priv. FH),DE0259,2014,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
6910,Evangelische Hochschule Berlin (FH),DE0262,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6911,Katholische Hochschule für Sozialwesen Berlin (FH),DE0263,2014,DE,1.0,3.0,0.0,3.0,0.0,1.0,6.0
6912,Fachhochschule Brandenburg,DE0264,2014,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
6913,Hochschule für nachhaltige Entwicklung Eberswalde (FH),DE0265,2014,DE,1.0,4.0,0.0,1.0,0.0,0.8,6.0
6914,Fachhochschule Potsdam,DE0267,2014,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
6915,Technische Hochschule Wildau (FH),DE0268,2014,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
6916,Hochschule Bremen,DE0271,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6917,Hochschule Bremerhaven,DE0272,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6918,APOLLON Hochschule der Gesundheitswirtschaft Bremen (Priv. FH),DE0273,2014,DE,1.0,5.0,0.0,0.0,0.0,0.8,6.0
6919,Hochschule für Angewandte Wissenschaften Hamburg,DE0274,2014,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
6920,Europäische Fernhochschule Hamburg GmbH Hamburg (Priv. FH),DE0276,2014,DE,1.0,5.0,0.0,0.0,0.0,0.8,6.0
6921,HFH Hamburger Fern-Hochschule (Priv. FH),DE0277,2014,DE,1.0,4.0,0.0,1.0,0.0,0.8,6.0
6922,HSBA Hamburg School of Business Administration (Priv. FH),DE0278,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6923,Evangelische Hochschule für Soziale Arbeit und Diakonie. Hamburg (FH),DE0279,2014,DE,1.0,5.0,0.0,1.0,0.0,0.9,6.0
6924,EBC Hochschule Hamburg,DE0280,2014,DE,1.0,7.0,0.0,0.0,0.0,1.0,6.0
6925,h_da - Hochschule Darmstadt (FH),DE0282,2014,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
6926,Frankfurt University of Applied Sciences,DE0283,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6927,Hoschule Fulda,DE0284,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6928,Technische Hochschule Mittelhessen,DE0285,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6929,Hochschule RheinMain,DE0286,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6930,Hochschule der Deutschen Gesetzl. Unfallversicherung. Bad Hersfeld (Priv. FH),DE0287,2014,DE,1.0,11.0,0.0,1.0,0.0,0.7,3.0
6931,accadis Hochschule Bad Homburg (Priv. FH),DE0288,2014,DE,1.0,6.0,0.0,0.0,0.0,1.0,6.0
6932,Wilhelm Büchner Hochschule Darmstadt (Priv. Fern-FH),DE0289,2014,DE,1.0,6.0,0.0,0.0,0.0,0.8,6.0
6933,Provadis School of International Management and Technology. Frankfurt a.M. (Priv. FH),DE0290,2014,DE,1.0,8.0,0.0,0.0,0.0,0.9,6.0
6934,Hochschule Fresenius Idstein (Priv. FH),DE0291,2014,DE,1.0,5.0,0.0,0.0,0.0,0.9,6.0
6935,DIPLOMA Hochschule,DE0292,2014,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
6936,Evangelische Hochschule Darmstadt (EHD). FH,DE0293,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6937,Hochschule Neubrandenburg,DE0294,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6938,Fachhochschule Stralsund,DE0295,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6939,Hochschule Wismar,DE0296,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6940,Ostfalia Hochschule für angewandte Wissenschaften,DE0298,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6941,Hochschule Hannover (FH),DE0299,2014,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
6942,HAWK Hochschule für Angewandte Wissenschaften und Kunst Hildesheim/Holzminden/Göttingen,DE0300,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6943,Hochschule Osnabrück (FH),DE0302,2014,DE,1.0,1.0,0.0,1.0,0.0,1.0,6.0
6944,Hochschule 21. Buxtehude (Priv. FH),DE0303,2014,DE,1.0,7.0,0.0,0.0,0.0,0.9,6.0
6945,PFH - Private Hochschule Götingen,DE0304,2014,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
6946,Private Fachhochschule der Wirtschaft Hannover,DE0305,2014,DE,1.0,8.0,0.0,1.0,0.0,0.9,6.0
6947,Hochschule für Künste im Sozialen,DE0306,2014,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
6948,Private Hochschule für Wirtschaft und Technik Vechta/Diepholz/Oldenburg,DE0307,2014,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
6949,Fachhochschule Aachen,DE0308,2014,DE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
6950,Fachhochschule Bielefeld,DE0309,2014,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
6951,Hochschule Bochum,DE0310,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6952,Hochschule Bonn-Rhein-Sieg,DE0311,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6953,Fachhochschule Dortmund,DE0312,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6954,Fachhochschule Düsseldorf,DE0313,2014,DE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
6955,Westfälische Hochschule Gelsenkirchen Bocholt Recklinghausen,DE0314,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6956,Fachhochschule Köln,DE0315,2014,DE,1.0,2.0,0.0,0.0,0.0,0.9,6.0
6957,Hochschule Ostewestfalen-Lippe,DE0316,2014,DE,1.0,2.0,0.0,0.0,0.0,0.9,6.0
6958,Fachhochschule Münster,DE0317,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6959,Hochschule Niederrhein,DE0318,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6960,Fachhochschule Südwestfalen,DE0319,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6961,Internationale Hochschule Bad Honnef-Bonn (Priv. FH),DE0320,2014,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
6962,Fachhochschule des Mittelstandes Bielefeld (Priv. FH),DE0321,2014,DE,1.0,6.0,0.0,0.0,0.0,0.9,6.0
6963,Technische FH (TFH) Georg Agricola zu Bochum (Priv. FH),DE0322,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6964,EBZ Business School Bochum (Priv. FH),DE0323,2014,DE,1.0,5.0,0.0,1.0,0.0,0.8,6.0
6965,Hochschule der Sparkassen-Finanzgruppe Bonn (Priv. FH),DE0324,2014,DE,1.0,4.0,0.0,2.0,0.0,0.8,6.0
6966,Europäische FH (EUFH) Rhein/Erft (Priv.),DE0325,2014,DE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
6967,Private Fachhochschule International School of Management. Dortmund,DE0326,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6968,Private Fachhochschule für Ökonomie und Management Essen,DE0327,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6969,SRH Hochschule für Logistik und Wirtschaft Hamm (Priv. FH),DE0328,2014,DE,1.0,8.0,0.0,2.0,0.0,0.8,6.0
6970,Business and Information Technology School Iserlohn (Priv. FH),DE0329,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6971,Private Rheinische Fachhochschule Köln,DE0331,2014,DE,1.0,7.0,0.0,0.0,0.0,0.9,6.0
6972,Private Fachhochschule der Wirtschaft Paderborn,DE0332,2014,DE,1.0,5.0,0.0,0.0,0.0,0.9,6.0
6973,Fachhochschule der Diakonie Bielefeld-Bethel,DE0333,2014,DE,1.0,8.0,0.0,1.0,0.0,0.8,6.0
6974,Evangelische Fachhochschule Rheinland-Westfalen-Lippe. Bochum,DE0334,2014,DE,1.0,5.0,0.0,1.0,0.0,1.0,6.0
6975,Katholische Hochschule Nordrhein-Westfalen,DE0335,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6976,Fachhochschule Bingen,DE0336,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6977,Hochschule Kaiserslautern,DE0337,2014,DE,1.0,1.0,0.0,1.0,0.0,1.0,6.0
6978,Hochschule Koblenz,DE0338,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6979,Hochschule Ludwigshafen am Rhein (FH),DE0339,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6980,Hochschule Mainz,DE0340,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6981,Hochschule Trier,DE0341,2014,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
6982,Fachhochschule Worms,DE0342,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6983,Katholische Hochschule Mainz,DE0343,2014,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
6984,Hochschule für Technik und Wirtschaft des Saarlandes Saarbrücken,DE0344,2014,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
6985,Deutsche Hochschule für Prävention und Gesundheitsmanagement. Saarbrücken (Priv. FH),DE0346,2014,DE,1.0,6.0,0.0,0.0,0.0,0.8,6.0
6986,Hochschule für Technik und Wirtschaft Dresden,DE0347,2014,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
6987,Hochschule für Technik. Wirtschaft und Kultur Leipzig,DE0348,2014,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
6988,Hochschule Mittweida (University of Applied Sciences),DE0349,2014,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
6989,Hochschule Zittau/Görlitz (FH),DE0350,2014,DE,0.1,2.0,0.0,0.0,0.0,1.0,6.0
